lumpy,x,y,cld,dtr,frs,pet,pre,tmn
0,50.75,66.25,78.0,7.4,31.0,0.0,35.2,-20.7
0,84.75,51.25,59.9,10.3,31.0,0.3,5.2,-32.5
0,119.75,69.75,67.7,6.5,31.0,0.0,15.2,-38.5
0,123.25,69.75,63.0,5.8,31.0,0.0,18.4,-39.2
0,38.75,30.75,35.8,12.3,6.27,2.5,3.7,4.6
0,18.75,-25.25,38.2,14.9,0.0,6.6,38.6,20.3
0,85.75,42.25,40.3,11.2,31.0,0.6,2.0,-20.0
0,111.75,63.75,80.7,8.3,31.0,0.0,9.4,-35.1
0,76.25,15.75,13.5,13.9,0.0,4.1,0.1,16.7
0,40.75,36.75,55.7,9.9,10.78,1.3,43.8,2.7
0,43.25,50.25,79.0,5.7,30.41,0.2,38.9,-10.9
0,53.25,31.75,45.4,13.3,21.27,1.7,23.5,-1.3
0,113.75,75.75,63.7,6.1,31.0,0.0,9.2,-40.0
0,49.25,62.25,75.7,6.8,31.0,0.0,41.0,-18.2
0,92.25,69.75,70.1,8.2,31.0,0.0,18.2,-37.0
0,123.25,45.25,24.7,10.5,31.0,0.2,0.7,-23.9
1,16.19,-22.31,50.0,15.5,0.0,5.6,51.0,18.1
0,62.25,54.75,40.6,8.5,31.0,0.1,4.9,-21.7
0,81.25,60.75,73.7,7.1,31.0,0.0,15.2,-25.7
1,19.72672,42.16849,78.0,5.9,26.58,0.9,78.4,-5.3
0,66.75,76.25,80.2,7.1,31.0,0.0,10.1,-29.5
0,44.25,41.25,74.8,9.5,30.52,0.4,31.0,-11.2
0,136.75,56.25,52.5,8.3,31.0,0.1,6.1,-30.9
0,99.25,64.75,71.4,6.3,31.0,0.0,14.5,-37.5
0,99.75,41.25,30.4,12.6,31.0,0.2,0.4,-21.4
0,56.75,62.25,75.1,6.7,31.0,0.1,50.8,-19.3
0,89.75,39.75,36.0,13.5,31.0,0.4,0.3,-16.0
0,88.25,69.75,78.6,7.3,31.0,0.0,32.8,-29.4
1,21.00013,42.032874,82.4,6.3,26.58,0.7,40.8,-5.3
0,44.75,51.75,78.0,6.4,30.98,0.2,51.2,-13.5
0,50.75,36.25,53.5,9.3,29.88,1.1,55.6,-9.7
0,114.75,70.25,73.1,6.5,31.0,0.0,17.8,-36.8
1,20.364984,41.704708,81.0,6.6,24.49,0.8,79.1,-3.3
0,19.25,-12.75,81.3,11.2,0.0,3.1,228.0,16.5
0,28.25,25.75,25.8,16.2,5.64,2.7,0.8,4.9
0,107.25,40.75,26.1,11.5,31.0,0.4,0.4,-20.2
1,22.323737,41.760222,81.1,6.7,23.8,0.6,25.3,-2.7
1,44.21647,35.24611,48.4,9.8,3.22,1.3,52.1,6.2
0,46.25,58.25,76.7,6.0,31.0,0.0,45.7,-15.7
0,38.75,56.75,86.7,5.6,30.8,0.1,42.5,-12.2
0,96.75,52.25,44.3,11.6,31.0,0.0,10.8,-38.9
0,39.75,27.25,36.5,12.5,1.78,3.5,3.1,7.2
0,34.75,38.25,68.4,7.1,24.15,0.9,50.1,-3.0
0,104.75,60.75,73.0,9.7,31.0,0.0,9.3,-38.4
0,62.75,27.25,28.3,13.8,6.27,2.5,3.4,4.6
0,44.75,47.25,79.3,5.7,28.98,0.2,15.1,-8.2
0,100.25,56.75,64.6,10.8,31.0,0.0,8.6,-33.1
0,96.75,54.25,52.0,11.6,31.0,0.1,5.7,-37.7
0,143.25,64.25,59.1,8.4,31.0,0.0,4.2,-49.1
0,46.25,55.25,73.4,5.8,31.0,0.1,50.2,-14.1
0,80.75,19.75,17.0,14.9,0.0,3.2,0.5,13.0
0,116.25,66.75,80.6,7.7,31.0,0.0,11.8,-36.8
0,145.75,63.25,64.6,8.1,31.0,0.0,9.4,-42.0
0,119.25,42.75,23.3,10.6,31.0,0.6,0.0,-18.5
0,75.25,43.75,41.7,10.3,30.95,0.4,7.7,-13.1
0,112.25,24.25,76.3,5.1,10.27,1.5,25.0,2.9
0,85.75,23.75,30.6,13.8,0.0,2.3,1.8,10.1
0,92.25,35.75,38.7,14.4,31.0,0.8,0.5,-25.9
1,47.495689,45.507097,78.2,6.3,27.23,0.4,14.0,-6.0
0,156.75,53.25,64.8,5.3,30.9,0.3,34.2,-12.7
0,46.25,64.75,83.6,7.8,31.0,0.0,41.4,-20.0
1,48.73601,51.10293,69.3,7.2,31.0,0.1,35.7,-14.4
0,145.75,63.75,66.1,8.1,31.0,0.0,9.6,-41.9
0,129.75,59.25,76.1,6.8,31.0,0.0,10.9,-37.3
0,109.75,23.25,81.4,3.7,2.31,1.5,16.1,6.8
0,86.75,42.25,40.1,11.4,31.0,0.6,1.9,-17.9
0,31.75,26.75,28.6,16.1,4.27,3.3,0.1,5.6
0,47.25,56.75,71.6,5.7,31.0,0.0,49.7,-14.9
0,138.25,48.75,43.2,8.1,31.0,0.4,15.3,-23.2
0,51.25,50.25,64.5,8.3,31.0,0.2,18.5,-15.4
0,102.25,76.75,53.6,6.9,31.0,0.0,13.4,-35.4
0,137.75,59.25,54.4,6.8,31.0,0.0,8.3,-34.4
0,146.25,63.25,67.0,8.2,31.0,0.0,9.6,-41.4
0,118.75,70.25,68.8,6.4,31.0,0.0,15.0,-38.4
0,52.25,59.75,70.4,6.3,31.0,0.0,51.2,-17.6
0,83.25,23.25,24.4,14.5,0.39,2.4,1.0,8.7
0,48.75,53.75,71.2,6.0,31.0,0.1,45.9,-15.1
0,67.25,69.75,92.2,6.1,31.0,0.0,9.6,-25.0
0,156.25,50.75,70.0,5.4,29.55,0.4,71.5,-9.1
0,76.25,53.75,43.0,8.8,31.0,0.1,5.4,-27.1
0,41.75,62.25,90.3,7.1,31.0,0.0,51.4,-17.1
1,19.999484,41.679562,73.6,7.7,14.72,0.8,117.4,1.2
0,134.25,69.25,52.2,6.3,31.0,0.0,8.1,-46.5
0,117.25,50.75,32.6,12.7,31.0,0.1,0.5,-35.3
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
1,19.259364,42.43042,71.8,7.0,13.65,0.8,121.5,1.6
0,42.75,38.25,56.3,6.6,25.99,0.8,47.8,-4.7
0,99.75,57.25,65.5,10.3,31.0,0.0,8.9,-32.3
0,111.75,36.75,33.3,11.1,30.82,1.2,1.0,-12.3
0,67.25,49.25,39.5,8.8,31.0,0.2,7.2,-24.3
0,43.75,50.75,77.8,5.9,30.68,0.2,44.0,-11.7
0,134.75,50.75,44.5,11.1,31.0,0.1,5.6,-33.6
0,56.25,27.75,46.6,12.8,1.91,2.3,36.6,7.1
0,80.25,23.25,13.0,15.2,0.33,2.6,2.4,8.8
0,38.75,31.25,37.4,12.1,8.31,2.2,4.6,3.7
0,134.25,43.75,46.7,6.6,31.0,0.5,9.4,-20.4
0,115.75,27.75,79.3,3.9,15.79,1.3,40.1,0.8
0,132.25,63.75,68.6,6.5,31.0,0.0,3.2,-45.1
0,133.75,43.75,46.5,6.8,31.0,0.5,8.6,-20.6
0,105.75,25.75,76.4,4.0,10.53,1.3,25.5,2.8
0,85.75,61.25,75.2,7.4,31.0,0.0,19.2,-27.2
0,93.25,71.25,67.6,7.1,31.0,0.0,27.0,-30.8
0,112.25,60.25,75.8,8.4,31.0,0.0,12.3,-34.9
0,50.75,63.25,75.3,6.7,31.0,0.0,36.1,-18.8
0,146.25,69.25,67.4,7.6,31.0,0.0,17.7,-38.2
0,86.75,34.75,44.1,15.4,31.0,0.7,10.0,-27.1
0,86.75,59.25,67.1,7.5,31.0,0.0,17.0,-28.0
0,84.75,68.75,84.9,6.6,31.0,0.0,39.6,-27.0
0,86.75,34.25,45.3,15.0,31.0,0.7,9.6,-26.3
0,86.75,60.75,72.8,7.6,31.0,0.0,19.5,-27.4
0,31.75,68.25,82.8,7.5,31.0,0.0,55.6,-16.0
0,92.25,67.75,78.2,6.6,31.0,0.1,26.2,-32.8
1,23.7811,40.5256,72.4,6.6,15.52,0.8,39.8,0.9
0,131.25,56.25,55.4,9.2,31.0,0.0,7.7,-37.8
0,75.25,39.25,42.8,9.8,31.0,0.6,1.0,-15.9
0,80.25,48.25,48.7,11.1,31.0,0.3,6.6,-25.8
1,31.23341,38.528333,73.9,7.2,22.97,0.9,42.9,-2.0
0,85.25,71.75,73.8,7.3,31.0,0.0,43.6,-27.5
0,156.25,62.75,76.7,8.6,31.0,0.1,19.2,-34.4
0,132.25,71.25,54.1,5.9,31.0,0.0,15.6,-45.6
0,94.25,24.75,32.3,11.8,2.31,1.9,14.1,6.8
0,128.25,48.75,28.7,13.6,31.0,0.2,1.9,-32.9
1,19.862788,41.383256,71.1,8.3,12.33,0.9,103.8,2.1
0,117.75,28.75,72.8,6.0,20.27,1.5,46.8,-0.9
0,77.75,30.75,49.0,9.8,11.55,1.6,15.6,2.4
0,134.75,45.25,39.7,7.6,31.0,0.5,9.6,-22.6
0,62.75,53.75,41.2,8.9,31.0,0.1,4.5,-23.0
0,47.25,23.25,42.1,10.3,0.0,3.3,6.0,12.7
0,140.25,68.75,53.9,7.4,31.0,0.0,6.0,-47.3
0,35.75,59.75,92.4,6.3,30.98,0.0,63.6,-13.5
0,112.25,68.25,75.9,7.3,31.0,0.0,14.3,-36.0
0,161.75,55.25,80.4,5.9,31.0,0.0,73.8,-17.2
0,52.25,53.75,66.9,6.9,31.0,0.2,38.4,-17.1
0,134.75,44.75,41.5,7.1,31.0,0.5,8.9,-21.0
0,48.25,48.75,74.4,7.4,30.62,0.3,16.9,-11.5
1,19.56956,42.110426,78.0,5.9,26.58,0.9,78.4,-5.3
0,124.25,47.25,25.8,11.7,31.0,0.1,1.0,-26.9
0,134.75,62.25,61.9,6.4,31.0,0.0,4.8,-42.7
0,140.25,70.75,56.1,6.9,31.0,0.0,13.7,-44.4
1,22.030928,41.835321,81.1,6.7,23.8,0.6,25.3,-2.7
0,150.25,62.75,78.8,7.5,31.0,0.0,21.6,-34.7
0,47.75,27.25,42.1,9.7,0.0,3.2,33.9,10.9
0,161.25,69.25,73.1,8.8,31.0,0.0,7.9,-33.8
0,45.75,23.75,42.5,11.6,0.0,3.3,8.0,11.0
0,42.25,57.75,83.2,5.9,31.0,0.1,43.4,-14.2
0,109.75,55.75,66.6,9.8,31.0,0.0,4.2,-37.0
0,90.75,31.75,38.5,13.4,31.0,1.0,1.1,-19.6
0,61.25,56.25,65.4,7.3,31.0,0.0,8.7,-19.9
0,52.75,60.75,73.5,6.3,31.0,0.0,52.4,-17.6
0,77.75,52.75,48.4,9.1,31.0,0.1,6.0,-26.6
0,53.25,66.25,78.2,7.1,31.0,0.1,34.2,-20.2
0,57.25,75.25,75.0,8.8,31.0,0.0,23.4,-29.5
1,22.744508,41.262814,77.1,6.9,22.97,0.6,27.7,-2.0
0,35.75,33.25,61.1,8.4,5.23,1.5,114.6,5.1
0,137.25,61.75,55.7,7.2,31.0,0.0,3.3,-43.5
0,99.25,23.75,33.3,14.2,8.31,2.0,36.6,3.7
0,149.75,61.25,68.1,7.0,31.0,0.1,15.9,-30.7
0,173.75,66.75,62.3,9.2,31.0,0.0,21.3,-27.9
0,104.25,64.25,72.0,8.1,31.0,0.0,11.5,-36.6
0,105.75,57.25,64.2,9.9,31.0,0.0,7.9,-37.3
0,163.75,68.25,70.3,8.9,31.0,0.0,6.7,-32.3
1,20.312419,42.135139,82.0,6.0,26.09,0.7,71.6,-4.8
0,74.75,17.25,16.5,15.4,0.0,3.9,0.1,14.7
0,41.25,58.25,85.8,6.0,31.0,0.1,40.8,-14.2
0,79.25,59.75,63.9,7.7,31.0,0.0,13.2,-26.3
0,101.75,53.25,54.7,10.0,31.0,0.0,9.5,-30.7
0,160.25,57.25,80.3,7.4,31.0,0.1,22.9,-25.1
0,74.75,68.75,87.2,7.0,31.0,0.0,26.1,-25.5
0,136.75,70.75,53.5,6.4,31.0,0.0,11.8,-45.8
0,53.75,72.75,73.9,9.2,31.0,0.0,16.5,-28.4
0,66.75,65.75,94.3,4.5,31.0,0.0,23.3,-23.0
0,177.25,67.25,56.7,9.1,31.0,0.0,28.9,-29.4
0,113.75,23.75,71.3,7.0,4.84,1.8,20.0,5.3
0,13.25,-9.75,76.3,7.0,0.0,3.6,0.9,22.8
0,103.25,78.75,55.0,7.6,31.0,0.0,11.1,-40.1
0,69.25,47.75,37.7,10.0,31.0,0.2,5.4,-22.0
0,34.25,59.25,91.0,6.0,30.88,0.1,69.2,-12.6
0,45.75,49.75,77.1,6.3,30.41,0.2,30.6,-10.9
0,29.25,27.25,30.2,15.8,4.84,2.8,0.0,5.3
0,91.75,66.25,80.6,6.3,31.0,0.1,26.0,-33.0
1,20.377271,41.665616,81.0,6.6,24.49,0.8,79.1,-3.3
0,102.75,51.25,37.9,10.0,31.0,0.2,20.5,-33.8
0,53.25,62.25,74.8,6.3,31.0,0.0,48.2,-18.2
1,35.52,33.34,61.1,8.4,5.23,1.5,114.6,5.1
0,41.25,62.25,90.5,7.1,31.0,0.0,54.5,-17.5
0,90.25,45.25,22.9,12.1,31.0,0.2,2.1,-27.0
0,95.25,79.25,58.8,7.7,31.0,0.0,7.9,-37.9
0,74.75,51.25,33.6,9.3,31.0,0.2,7.0,-25.6
0,80.25,48.75,49.8,10.9,31.0,0.3,6.2,-26.2
0,125.75,43.25,21.9,11.8,31.0,0.2,2.5,-25.1
0,47.75,24.25,43.4,9.8,0.0,3.3,18.3,12.3
0,104.75,76.75,54.9,6.9,31.0,0.0,12.9,-36.8
1,35.386941,32.83736,57.2,8.1,0.15,1.7,114.1,9.2
0,37.25,26.25,32.2,11.8,0.28,3.7,4.5,8.9
0,17.75,-18.25,66.3,13.2,0.0,4.2,133.0,19.3
0,101.75,64.25,71.9,7.2,31.0,0.0,13.6,-36.8
0,26.75,39.75,69.6,7.5,12.6,1.1,86.7,2.0
0,43.75,39.25,55.5,8.9,30.21,0.6,32.5,-10.4
0,106.25,21.75,86.2,3.3,0.0,1.6,13.1,10.3
1,20.297327,41.142503,79.1,7.1,24.03,0.8,80.6,-2.9
0,45.75,17.75,43.3,10.5,0.0,3.3,7.0,13.9
1,19.55905,41.041167,71.1,8.3,12.33,0.9,103.8,2.1
0,74.75,55.25,47.0,8.4,31.0,0.1,5.1,-26.4
0,17.25,-25.75,34.6,14.9,0.0,6.7,32.0,18.5
0,18.75,-16.25,71.3,12.6,0.0,3.7,172.0,17.4
0,101.25,27.25,32.9,15.4,25.25,2.0,6.5,-4.0
0,83.25,65.25,88.7,5.8,31.0,0.0,27.3,-26.3
0,136.25,58.75,56.9,6.8,31.0,0.0,6.1,-34.7
0,75.75,52.75,40.6,9.2,31.0,0.1,5.8,-26.6
0,81.25,36.25,52.9,13.4,31.0,0.9,0.3,-17.9
0,57.75,30.25,44.2,15.5,17.13,1.9,13.4,0.3
0,56.75,58.75,72.6,6.6,31.0,0.0,43.2,-17.8
0,74.75,52.75,37.4,8.9,31.0,0.0,5.7,-26.2
0,79.25,43.25,46.5,11.9,31.0,0.5,6.9,-18.6
0,34.25,62.75,92.6,6.2,31.0,0.0,51.5,-14.1
0,137.75,70.25,53.7,6.6,31.0,0.0,11.1,-45.9
0,121.75,42.25,25.9,10.2,31.0,0.5,0.0,-19.5
0,98.25,57.75,66.3,9.3,31.0,0.0,8.8,-32.8
0,25.75,27.25,21.0,14.5,2.31,2.8,0.0,6.8
0,161.75,69.25,73.0,8.8,31.0,0.0,7.4,-33.8
0,82.25,57.75,62.7,7.4,31.0,0.0,9.0,-26.4
0,106.75,75.75,55.6,6.7,31.0,0.0,11.0,-38.8
0,118.25,24.75,72.4,5.8,1.91,1.8,10.0,7.1
0,85.25,67.75,87.1,5.8,31.0,0.0,36.8,-26.5
0,82.75,41.75,37.8,11.8,31.0,0.5,1.4,-16.3
0,19.25,42.75,76.3,6.0,26.09,0.9,73.1,-4.8
0,76.75,32.25,61.0,9.2,28.25,1.3,12.3,-7.2
0,79.75,49.75,53.1,10.5,31.0,0.2,5.0,-26.0
0,139.75,64.75,55.1,7.6,31.0,0.0,2.8,-48.0
0,58.25,59.75,74.1,7.2,31.0,0.0,44.8,-20.5
0,169.25,63.75,67.6,9.4,31.0,0.0,27.4,-26.5
0,96.75,22.25,28.2,13.1,0.0,2.4,8.9,10.8
0,82.75,70.75,76.1,7.1,31.0,0.0,40.9,-26.0
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
1,45.391,44.732,80.7,6.0,25.78,0.4,14.8,-4.5
0,32.25,39.75,74.3,7.7,23.68,0.7,40.7,-2.6
0,14.75,-14.75,76.3,11.6,0.0,3.5,131.0,15.6
0,92.25,34.75,35.1,15.0,31.0,0.8,0.7,-25.1
0,48.25,57.75,69.4,5.8,31.0,0.0,49.7,-15.7
0,146.25,61.75,63.2,7.9,31.0,0.0,11.4,-37.6
0,49.75,33.25,50.4,10.9,28.91,1.2,52.2,-8.1
0,92.75,73.75,64.7,7.2,31.0,0.0,18.8,-32.1
0,80.75,35.25,57.0,14.8,31.0,0.6,2.9,-28.7
0,39.75,62.75,92.1,7.0,31.0,0.0,56.9,-16.7
0,79.75,57.25,56.5,7.7,31.0,0.0,7.6,-26.4
0,-8.75,8.25,62.6,17.1,0.0,3.5,7.4,15.2
0,56.75,28.25,43.6,14.1,12.6,2.0,30.0,2.0
0,176.25,63.75,54.5,8.3,31.0,0.0,35.1,-21.6
0,83.25,50.75,65.4,10.2,31.0,0.2,5.5,-31.0
0,60.25,47.75,60.0,9.6,31.0,0.2,7.4,-19.9
1,43.50543,42.769664,70.8,9.7,31.0,0.5,62.1,-17.0
0,105.25,60.75,73.4,9.5,31.0,0.0,9.3,-38.4
0,107.75,64.75,73.5,8.7,31.0,0.0,10.5,-36.8
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2
0,102.75,30.75,53.0,12.4,30.25,1.4,3.9,-10.5
0,36.75,35.75,72.6,6.5,6.71,1.2,87.1,4.4
1,22.555164,42.070897,84.3,6.4,26.09,0.7,27.7,-4.8
0,54.75,45.25,68.7,8.9,30.41,0.5,12.0,-10.9
0,36.25,30.25,33.5,11.8,6.27,2.3,13.3,4.6
0,59.25,64.25,68.7,8.3,31.0,0.1,28.5,-24.9
0,137.25,65.25,55.2,7.3,31.0,0.0,1.7,-49.0
1,19.940754,42.600134,78.7,5.8,27.59,0.9,65.2,-6.4
0,65.25,51.75,33.7,8.6,31.0,0.1,6.7,-24.2
0,137.25,53.75,48.6,8.2,31.0,0.1,13.2,-25.3
0,48.75,27.75,43.6,8.5,0.0,3.2,49.7,12.4
0,45.25,61.75,83.4,7.1,31.0,0.0,43.2,-17.4
1,118.427993,24.437691,72.4,5.8,1.91,1.8,10.0,7.1
0,115.25,71.75,69.4,6.1,31.0,0.0,20.9,-38.3
0,97.25,31.75,42.9,15.4,31.0,1.0,1.5,-19.0
0,93.25,74.25,63.5,7.3,31.0,0.0,16.0,-32.9
0,142.25,47.25,62.0,5.5,30.99,0.4,59.9,-13.7
0,16.75,-21.75,53.8,14.8,0.0,5.1,79.0,17.6
1,37.989401,40.032607,70.7,8.3,28.17,0.7,48.1,-7.1
1,22.37084,42.28238,80.4,6.6,25.78,0.7,28.2,-4.5
0,108.75,66.25,73.2,8.3,31.0,0.0,10.5,-36.6
0,32.25,68.25,85.1,7.4,31.0,0.1,57.3,-16.2
1,45.5856,42.7498,72.5,8.0,30.96,0.6,45.6,-13.2
0,25.25,42.75,81.8,6.7,27.5,0.6,47.1,-6.3
1,34.87033,30.8365,39.9,10.9,2.17,2.2,16.5,6.9
0,118.25,42.75,22.8,10.3,31.0,0.8,0.3,-23.1
0,38.75,28.25,33.7,12.4,3.06,3.2,0.0,6.3
0,40.25,26.75,38.3,12.6,3.73,3.6,9.6,5.9
1,22.409318,42.629112,83.9,6.2,26.19,0.7,28.7,-4.9
0,125.25,64.75,65.1,5.8,31.0,0.0,13.5,-37.6
0,90.75,72.75,68.7,7.2,31.0,0.0,21.8,-30.4
0,48.25,66.25,82.0,7.9,31.0,0.0,34.9,-21.4
0,32.25,26.25,27.3,16.4,3.06,3.5,0.0,6.3
0,102.75,28.25,42.3,10.0,22.73,1.6,15.4,-1.9
0,108.75,60.75,75.7,8.8,31.0,0.0,9.4,-35.6
0,124.75,71.75,61.3,5.8,31.0,0.0,20.5,-42.5
0,18.75,-18.75,65.0,12.6,0.0,4.1,132.0,19.3
0,115.75,23.25,66.4,7.1,2.45,1.9,7.7,6.7
0,79.75,26.75,39.7,15.1,1.66,2.1,6.1,7.3
0,65.75,48.25,47.7,8.3,31.0,0.1,8.2,-21.6
1,22.0944,41.0381,75.4,7.0,25.25,0.6,28.0,-4.0
0,59.75,51.25,51.0,9.2,31.0,0.2,10.9,-22.5
0,40.75,44.75,74.8,7.6,24.6,0.6,57.1,-3.4
0,47.75,24.75,43.4,9.9,0.0,3.3,25.7,11.6
0,171.75,69.75,71.4,9.6,31.0,0.0,13.6,-33.4
0,55.25,70.75,76.8,8.3,31.0,0.0,16.8,-25.1
0,79.25,69.25,82.8,7.0,31.0,0.0,34.7,-25.8
0,68.25,44.75,60.0,9.7,30.91,0.3,9.9,-12.8
0,66.25,64.25,81.9,5.9,31.0,0.0,22.6,-23.2
0,131.75,52.25,39.5,12.0,31.0,0.0,4.0,-34.6
0,128.75,43.75,35.6,11.5,31.0,0.3,0.5,-25.8
0,45.75,68.25,90.5,8.1,31.0,0.0,29.6,-22.2
1,15.87,-17.48,70.0,13.1,0.0,4.3,104.0,18.6
1,20.470778,41.547687,81.0,6.6,24.49,0.8,79.1,-3.3
1,20.409497,41.526126,81.0,6.6,24.49,0.8,79.1,-3.3
1,49.77079,53.039687,71.9,6.3,31.0,0.1,44.3,-15.4
0,16.25,-6.75,87.5,10.8,0.0,2.7,177.5,17.1
0,104.25,27.75,60.7,4.8,20.52,1.1,26.9,-1.0
1,19.632426,41.027939,71.1,8.3,12.33,0.9,103.8,2.1
0,86.25,59.25,66.9,7.3,31.0,0.0,15.8,-27.7
0,88.25,37.75,39.9,15.3,31.0,0.6,0.3,-29.1
0,86.75,50.25,48.8,11.1,31.0,0.2,7.4,-34.7
0,134.75,68.25,50.8,6.4,31.0,0.0,6.4,-46.5
0,48.25,30.75,47.2,11.3,1.11,1.9,39.2,7.8
0,14.25,-20.75,60.0,7.9,0.0,4.1,25.0,17.0
1,19.983509,42.424062,78.0,5.9,26.58,0.9,78.4,-5.3
0,85.75,36.25,44.1,15.8,31.0,0.7,8.7,-28.3
0,105.25,36.25,48.8,7.4,30.93,0.8,1.5,-12.9
1,20.364984,41.704708,81.0,6.6,24.49,0.8,79.1,-3.3
0,39.25,32.75,45.5,11.8,11.81,1.7,8.9,2.3
0,159.25,65.25,75.7,8.5,31.0,0.1,14.5,-33.6
0,161.25,57.75,80.9,6.8,31.0,0.0,27.2,-21.8
0,90.75,62.25,78.7,7.8,31.0,0.0,25.0,-31.0
0,98.25,68.25,64.6,7.9,31.0,0.0,13.2,-37.2
0,94.25,62.75,75.5,7.3,31.0,0.1,20.4,-34.8
0,129.75,63.25,80.3,6.0,31.0,0.0,4.7,-41.1
0,91.25,51.75,47.5,13.0,31.0,0.1,14.1,-40.1
0,155.75,65.75,83.1,8.5,31.0,0.0,17.3,-36.1
0,75.75,22.25,11.7,17.3,0.0,3.3,0.0,10.7
0,82.25,30.75,46.7,15.3,31.0,1.1,16.7,-21.2
0,148.25,64.25,78.1,8.1,31.0,0.0,12.9,-40.6
0,42.75,48.75,79.6,5.4,29.43,0.3,27.9,-8.9
0,159.75,68.75,76.0,8.8,31.0,0.0,9.3,-34.5
0,108.75,52.25,44.6,10.2,31.0,0.1,4.3,-34.3
0,94.75,60.75,74.5,7.4,31.0,0.0,18.9,-32.3
0,83.25,58.25,55.6,7.2,31.0,0.0,9.8,-26.9
0,85.25,51.25,57.6,10.6,31.0,0.3,4.7,-33.0
0,117.75,66.75,74.7,7.2,31.0,0.0,12.6,-36.6
0,134.75,66.25,53.9,6.9,31.0,0.0,2.4,-48.8
0,18.25,-23.25,48.8,14.0,0.0,5.4,58.0,18.9
0,88.75,59.25,69.1,7.7,31.0,0.0,19.2,-28.1
0,57.25,45.75,62.1,9.8,31.0,0.4,10.2,-14.6
0,125.25,45.25,24.9,10.1,31.0,0.2,0.8,-24.9
0,97.25,51.75,39.3,11.9,31.0,0.1,11.8,-41.5
0,127.75,44.75,30.5,11.9,31.0,0.2,2.7,-26.2
0,107.25,35.75,52.6,8.2,29.98,0.8,2.4,-9.9
0,89.25,39.25,36.5,13.3,31.0,0.5,0.0,-16.3
0,123.25,41.75,0.0,10.5,31.0,0.4,0.2,-19.2
0,116.25,71.75,69.5,6.1,31.0,0.0,20.7,-38.6
0,166.75,65.25,64.4,9.7,31.0,0.1,15.9,-31.8
0,57.25,54.75,64.3,8.7,31.0,0.1,14.9,-21.5
0,90.25,73.75,67.8,7.2,31.0,0.0,21.2,-30.8
1,36.228105,36.276552,70.5,5.9,3.06,1.4,151.2,6.3
0,28.25,27.25,28.0,15.5,4.27,2.8,0.4,5.6
1,19.72672,42.16849,78.0,5.9,26.58,0.9,78.4,-5.3
0,124.25,65.25,63.1,5.8,31.0,0.0,15.0,-36.5
0,79.25,61.25,77.4,7.4,31.0,0.1,15.4,-26.0
0,44.25,63.75,84.9,7.1,31.0,0.0,46.4,-18.9
0,60.75,28.75,40.0,14.9,20.27,2.4,6.6,-0.9
1,23.946667,41.571667,80.8,6.4,25.99,0.9,33.9,-4.7
0,58.75,62.25,71.4,7.9,31.0,0.0,40.4,-22.2
0,49.25,57.25,66.5,5.9,31.0,0.0,50.5,-16.0
1,22.162513,42.406234,80.4,6.6,25.78,0.7,28.2,-4.5
0,89.75,61.25,73.9,7.6,31.0,0.0,25.3,-29.4
0,64.75,68.25,91.5,6.3,31.0,0.0,15.8,-24.6
0,118.25,45.75,30.1,9.8,31.0,0.2,0.9,-28.1
1,35.61,33.34,61.1,8.4,5.23,1.5,114.6,5.1
0,29.25,39.25,71.4,8.7,22.25,0.8,96.1,-1.7
0,46.25,27.75,37.8,11.1,0.39,3.1,13.5,8.7
0,101.25,75.25,52.4,6.6,31.0,0.0,15.4,-34.0
1,22.08379,42.235352,80.4,6.6,25.78,0.7,28.2,-4.5
0,153.75,67.25,87.4,8.5,31.0,0.0,18.7,-37.0
1,46.68,44.177,79.7,5.5,24.37,0.4,16.3,-3.2
0,108.25,31.25,73.4,5.7,20.77,1.0,8.6,-1.1
0,116.25,33.25,51.2,9.0,26.39,1.5,3.2,-5.1
0,133.75,45.25,38.5,7.6,31.0,0.2,8.9,-22.2
1,22.698333,42.318611,84.3,6.4,26.09,0.7,27.7,-4.8
1,21.639907,42.755862,85.2,6.0,25.04,0.6,29.9,-3.8
0,92.75,29.75,35.8,17.4,31.0,1.3,0.0,-19.8
0,70.75,46.25,35.0,10.1,31.0,0.1,8.2,-18.0
0,117.25,72.75,67.3,6.0,31.0,0.0,21.0,-40.1
0,36.75,52.75,81.7,5.0,30.25,0.1,36.6,-10.5
0,168.25,66.25,66.1,9.9,31.0,0.1,15.5,-32.4
1,20.428499,41.840757,81.0,6.6,24.49,0.8,79.1,-3.3
0,50.25,65.25,76.6,7.3,31.0,0.0,36.8,-20.6
1,91.876,22.298,30.5,11.3,0.0,2.5,3.9,14.0
1,35.386941,32.83736,57.2,8.1,0.15,1.7,114.1,9.2
0,46.25,63.25,81.2,7.4,31.0,0.0,42.2,-19.1
0,125.25,53.75,44.5,13.1,31.0,0.0,2.4,-33.8
0,37.25,32.25,46.4,10.7,7.61,1.7,9.2,4.0
0,17.25,-19.25,62.5,14.0,0.0,4.4,124.0,18.4
0,113.25,75.25,64.7,5.9,31.0,0.0,10.0,-39.5
0,111.25,68.75,71.6,7.2,31.0,0.0,16.8,-36.3
0,64.75,50.75,37.4,8.3,31.0,0.1,8.0,-23.2
